	text	label
1531	"Context: A cruise line is scheduling seven week-long voyages for the ship Freedom. Each voyage will occur in exactly one of the first seven weeks of the season: weeks 1 through 7. Each voyage will be to exactly one of four destinations: Guadeloupe, Jamaica, Martinique, or Trinidad. Each destination will be scheduled for at least one of the weeks. The following conditions apply to Freedom's schedule: Jamaica will not be its destination in week 4. Trinidad will be its destination in week 7. Freedom will make exactly two voyages to Martinique, and at least one voyage to Guadeloupe will occur in some week between those two voyages. Guadeloupe will be its destination in the week preceding any voyage it makes to Jamaica. No destination will be scheduled for consecutive weeks. 
 Question: Which one of the following CANNOT be true about Freedom's schedule of voyages? 
 (0) Freedom makes a voyage to Trinidad in week 6. (1) Freedom makes a voyage to Martinique in week 5. (2) Freedom makes a voyage to Jamaica in week 6. (3) Freedom makes a voyage to Jamaica in week 3. (4) Freedom makes a voyage to Guadeloupe in week 3. 
 Answer:"	(0) Freedom makes a voyage to Trinidad in week 6.
1532	"Context: A cruise line is scheduling seven week-long voyages for the ship Freedom. Each voyage will occur in exactly one of the first seven weeks of the season: weeks 1 through 7. Each voyage will be to exactly one of four destinations: Guadeloupe, Jamaica, Martinique, or Trinidad. Each destination will be scheduled for at least one of the weeks. The following conditions apply to Freedom's schedule: Jamaica will not be its destination in week 4. Trinidad will be its destination in week 7. Freedom will make exactly two voyages to Martinique, and at least one voyage to Guadeloupe will occur in some week between those two voyages. Guadeloupe will be its destination in the week preceding any voyage it makes to Jamaica. No destination will be scheduled for consecutive weeks. 
 Question: If Freedom makes a voyage to Trinidad in week 5, which one of the following could be true? 
 (0) Freedom makes a voyage to Trinidad in week 1. (1) Freedom makes a voyage to Martinique in week 2. (2) Freedom makes a voyage to Guadeloupe in week 3. (3) Freedom makes a voyage to Martinique in week 4. (4) Freedom makes a voyage to Jamaica in week 6. 
 Answer:"	(3) Freedom makes a voyage to Martinique in week 4.
1533	"Context: A cruise line is scheduling seven week-long voyages for the ship Freedom. Each voyage will occur in exactly one of the first seven weeks of the season: weeks 1 through 7. Each voyage will be to exactly one of four destinations: Guadeloupe, Jamaica, Martinique, or Trinidad. Each destination will be scheduled for at least one of the weeks. The following conditions apply to Freedom's schedule: Jamaica will not be its destination in week 4. Trinidad will be its destination in week 7. Freedom will make exactly two voyages to Martinique, and at least one voyage to Guadeloupe will occur in some week between those two voyages. Guadeloupe will be its destination in the week preceding any voyage it makes to Jamaica. No destination will be scheduled for consecutive weeks. 
 Question: f Freedom makes a voyage to Guadeloupe in week 1 and a voyage to Jamaica in week 5, which one of the following must be true? 
 (0) Freedom makes a voyage to Jamaica in week 2. (1) Freedom makes a voyage to Trinidad in week 2. (2) Freedom makes a voyage to Martinique in week 3. (3) Freedom makes a voyage to Guadeloupe in week 6. (4) Freedom makes a voyage to Martinique in week 6. 
 Answer:"	(4) Freedom makes a voyage to Martinique in week 6.
1534	"Context: A cruise line is scheduling seven week-long voyages for the ship Freedom. Each voyage will occur in exactly one of the first seven weeks of the season: weeks 1 through 7. Each voyage will be to exactly one of four destinations: Guadeloupe, Jamaica, Martinique, or Trinidad. Each destination will be scheduled for at least one of the weeks. The following conditions apply to Freedom's schedule: Jamaica will not be its destination in week 4. Trinidad will be its destination in week 7. Freedom will make exactly two voyages to Martinique, and at least one voyage to Guadeloupe will occur in some week between those two voyages. Guadeloupe will be its destination in the week preceding any voyage it makes to Jamaica. No destination will be scheduled for consecutive weeks. 
 Question: If Freedom makes a voyage to Guadeloupe in week 1 and to Trinidad in week 2, which one of the following must be true? 
 (0) Freedom makes a voyage to Martinique in week 3. (1) Freedom makes a voyage to Martinique in week 4. (2) Freedom makes a voyage to Martinique in week 5. (3) Freedom makes a voyage to Guadeloupe in week 3. (4) Freedom makes a voyage to Guadeloupe in week 5. 
 Answer:"	(0) Freedom makes a voyage to Martinique in week 3.
1535	"Context: A cruise line is scheduling seven week-long voyages for the ship Freedom. Each voyage will occur in exactly one of the first seven weeks of the season: weeks 1 through 7. Each voyage will be to exactly one of four destinations: Guadeloupe, Jamaica, Martinique, or Trinidad. Each destination will be scheduled for at least one of the weeks. The following conditions apply to Freedom's schedule: Jamaica will not be its destination in week 4. Trinidad will be its destination in week 7. Freedom will make exactly two voyages to Martinique, and at least one voyage to Guadeloupe will occur in some week between those two voyages. Guadeloupe will be its destination in the week preceding any voyage it makes to Jamaica. No destination will be scheduled for consecutive weeks. 
 Question: If Freedom makes a voyage to Martinique in week 3, which one of the following could be an accurate list of Freedom's destinations in week 4 and week 5, respectively? 
 (0) Guadeloupe, Trinidad (1) Jamaica, Guadeloupe (2) Martinique, Trinidad (3) Trinidad, Jamaica (4) Trinidad, Martinique 
 Answer:"	(0) Guadeloupe, Trinidad
1536	"Context: A cruise line is scheduling seven week-long voyages for the ship Freedom. Each voyage will occur in exactly one of the first seven weeks of the season: weeks 1 through 7. Each voyage will be to exactly one of four destinations: Guadeloupe, Jamaica, Martinique, or Trinidad. Each destination will be scheduled for at least one of the weeks. The following conditions apply to Freedom's schedule: Jamaica will not be its destination in week 4. Trinidad will be its destination in week 7. Freedom will make exactly two voyages to Martinique, and at least one voyage to Guadeloupe will occur in some week between those two voyages. Guadeloupe will be its destination in the week preceding any voyage it makes to Jamaica. No destination will be scheduled for consecutive weeks. 
 Question: Which one of the following must be true about Freedom's schedule of voyages? 
 (0) Freedom makes a voyage to Guadeloupe either in week 1 or else in week 2. (1) Freedom makes a voyage to Martinique either in week 2 or else in week 3. (2) Freedom makes at most two voyages to Guadeloupe. (3) Freedom makes at most two voyages to Jamaica. (4) Freedom makes at most two voyages to Trinidad. 
 Answer:"	(3) Freedom makes at most two voyages to Jamaica.
1537	"Context: There are exactly three recycling centers in Rivertown: Center 1, Center 2, and Center 3. Exactly five kinds of material are recycled at these recycling centers: glass, newsprint, plastic, tin, and wood. Each recycling center recycles at least two but no more than three of these kinds of material. The following conditions must hold: Any recycling center that recycles wood also recycles newsprint. Every kind of material that Center 2 recycles is also recycled at Center 1. Only one of the recycling centers recycles plastic, and that recycling center does not recycle glass. 
 Question: Which one of the following could be an accurate account of all the kinds of material recycled at each recycling center in Rivertown? 
 (0) Center 1: newsprint, plastic, wood; Center 2: newsprint, wood; Center 3: glass, tin, wood (1) Center 1: glass, newsprint, tin; Center 2: glass, newsprint, tin; Center 3: newsprint, plastic, wood (2) Center 1: glass, newsprint, wood; Center 2: glass, newsprint, tin; Center 3: plastic, tin (3) Center 1: glass, plastic, tin; Center 2: glass, tin; Center 3: newsprint, wood (4) Center 1: newsprint, plastic, wood; Center 2: newsprint, plastic, wood; Center 3: glass, newsprint, tin 
 Answer:"	(1) Center 1: glass, newsprint, tin; Center 2: glass, newsprint, tin; Center 3: newsprint, plastic, wood
1538	"Context: There are exactly three recycling centers in Rivertown: Center 1, Center 2, and Center 3. Exactly five kinds of material are recycled at these recycling centers: glass, newsprint, plastic, tin, and wood. Each recycling center recycles at least two but no more than three of these kinds of material. The following conditions must hold: Any recycling center that recycles wood also recycles newsprint. Every kind of material that Center 2 recycles is also recycled at Center 1. Only one of the recycling centers recycles plastic, and that recycling center does not recycle glass. 
 Question: ch one of the following is a complete and accurate list of the recycling centers in Rivertown any one of which could recycle plastic? 
 (0) Center 1 only (1) Center 3 only (2) Center 1, Center 2 (3) Center 1, Center 3 (4) Center 1, Center 2, Center 3 
 Answer:"	(3) Center 1, Center 3
1539	"Context: There are exactly three recycling centers in Rivertown: Center 1, Center 2, and Center 3. Exactly five kinds of material are recycled at these recycling centers: glass, newsprint, plastic, tin, and wood. Each recycling center recycles at least two but no more than three of these kinds of material. The following conditions must hold: Any recycling center that recycles wood also recycles newsprint. Every kind of material that Center 2 recycles is also recycled at Center 1. Only one of the recycling centers recycles plastic, and that recycling center does not recycle glass. 
 Question: If Center 2 recycles three kinds of material, then which one of the following kinds of material must Center 3 recycle? 
 (0) glass (1) newsprint (2) plastic (3) tin (4) wood 
 Answer:"	(2) plastic
1540	"Context: There are exactly three recycling centers in Rivertown: Center 1, Center 2, and Center 3. Exactly five kinds of material are recycled at these recycling centers: glass, newsprint, plastic, tin, and wood. Each recycling center recycles at least two but no more than three of these kinds of material. The following conditions must hold: Any recycling center that recycles wood also recycles newsprint. Every kind of material that Center 2 recycles is also recycled at Center 1. Only one of the recycling centers recycles plastic, and that recycling center does not recycle glass. 
 Question: If each recycling center in Rivertown recycles exactly three kinds of material, then which one of the following could be true? 
 (0) Only Center 2 recycles glass. (1) Only Center 3 recycles newsprint. (2) Only Center 1 recycles plastic. (3) Only Center 3 recycles tin. (4) Only Center 1 recycles wood. 
 Answer:"	(3) Only Center 3 recycles tin.
1541	"Context: There are exactly three recycling centers in Rivertown: Center 1, Center 2, and Center 3. Exactly five kinds of material are recycled at these recycling centers: glass, newsprint, plastic, tin, and wood. Each recycling center recycles at least two but no more than three of these kinds of material. The following conditions must hold: Any recycling center that recycles wood also recycles newsprint. Every kind of material that Center 2 recycles is also recycled at Center 1. Only one of the recycling centers recycles plastic, and that recycling center does not recycle glass. 
 Question: If Center 3 recycles glass, then which one of the following kinds of material must Center 2 recycle? 
 (0) glass (1) newsprint (2) plastic (3) tin (4) wood 
 Answer:"	(1) newsprint
1542	"Context: There are exactly three recycling centers in Rivertown: Center 1, Center 2, and Center 3. Exactly five kinds of material are recycled at these recycling centers: glass, newsprint, plastic, tin, and wood. Each recycling center recycles at least two but no more than three of these kinds of material. The following conditions must hold: Any recycling center that recycles wood also recycles newsprint. Every kind of material that Center 2 recycles is also recycled at Center 1. Only one of the recycling centers recycles plastic, and that recycling center does not recycle glass. 
 Question: If Center 1 is the only recycling center that recycles wood, then which one of the following could be a complete and accurate list of the kinds of material that one of the recycling centers recycles? 
 (0) plastic, tin (1) newsprint, wood (2) newsprint, tin (3) glass, wood (4) glass, tin 
 Answer:"	(0) plastic, tin
1543	"Context: A researcher is evaluating exactly four medicines: W, X, Y, and Z. The only side effects the medicines can have are fatigue, headaches, palpitations, and sweating. The researcher knows the following to be true of the medicines side effects: Each medicine has at least one side effect. No medicine has both fatigue and palpitations as side effects. Medicine Z has no side effect in common with any of the other medicines. Medicines W and X have exactly one side effect in common. Fatigue is a side effect of medicine W. Palpitations are a side effect of medicine X. Sweating is not a side effect of medicine Y. 
 Question: If sweating is not a side effect of medicine X, then which one of the following statements must be true? 
 (0) Fatigue is a side effect of medicine Y. (1) Headaches are a side effect of medicine W. (2) Headaches are a side effect of medicine Y. (3) Headaches are a side effect of medicine Z. (4) Palpitations are a side effect of medicine Y. 
 Answer:"	(1) Headaches are a side effect of medicine W.
1544	"Context: A researcher is evaluating exactly four medicines: W, X, Y, and Z. The only side effects the medicines can have are fatigue, headaches, palpitations, and sweating. The researcher knows the following to be true of the medicines side effects: Each medicine has at least one side effect. No medicine has both fatigue and palpitations as side effects. Medicine Z has no side effect in common with any of the other medicines. Medicines W and X have exactly one side effect in common. Fatigue is a side effect of medicine W. Palpitations are a side effect of medicine X. Sweating is not a side effect of medicine Y. 
 Question: If sweating is not a side effect of medicine Z, then which one of the following statements must be true? 
 (0) Fatigue is a side effect of medicine Y. (1) Headaches are a side effect of medicine W. (2) Headaches are a side effect of medicine Y. (3) Headaches are a side effect of medicine Z. (4) Palpitations are a side effect of medicine Y. 
 Answer:"	(3) Headaches are a side effect of medicine Z.
1545	"Context: A researcher is evaluating exactly four medicines: W, X, Y, and Z. The only side effects the medicines can have are fatigue, headaches, palpitations, and sweating. The researcher knows the following to be true of the medicines side effects: Each medicine has at least one side effect. No medicine has both fatigue and palpitations as side effects. Medicine Z has no side effect in common with any of the other medicines. Medicines W and X have exactly one side effect in common. Fatigue is a side effect of medicine W. Palpitations are a side effect of medicine X. Sweating is not a side effect of medicine Y. 
 Question: Which one of the following statements could be true? 
 (0) Fatigue is a side effect of medicine X. (1) Fatigue is a side effect of medicine Z. (2) Headaches are a side effect of medicine X. (3) Palpitations are a side effect of medicine W. (4) Palpitations are a side effect of medicine Z. 
 Answer:"	(2) Headaches are a side effect of medicine X.
1546	"Context: A researcher is evaluating exactly four medicines: W, X, Y, and Z. The only side effects the medicines can have are fatigue, headaches, palpitations, and sweating. The researcher knows the following to be true of the medicines side effects: Each medicine has at least one side effect. No medicine has both fatigue and palpitations as side effects. Medicine Z has no side effect in common with any of the other medicines. Medicines W and X have exactly one side effect in common. Fatigue is a side effect of medicine W. Palpitations are a side effect of medicine X. Sweating is not a side effect of medicine Y. 
 Question: If medicines W, X, and Y have a side effect in common, then which one of the following statements must be true? 
 (0) Fatigue is a side effect of medicine Y. (1) Headaches are a side effect of medicine W. (2) Headaches are a side effect of medicine Z. (3) Palpitations are a side effect of medicine Y. (4) Sweating is a side effect of medicine W. 
 Answer:"	(1) Headaches are a side effect of medicine W.
1547	"Context: A researcher is evaluating exactly four medicines: W, X, Y, and Z. The only side effects the medicines can have are fatigue, headaches, palpitations, and sweating. The researcher knows the following to be true of the medicines side effects: Each medicine has at least one side effect. No medicine has both fatigue and palpitations as side effects. Medicine Z has no side effect in common with any of the other medicines. Medicines W and X have exactly one side effect in common. Fatigue is a side effect of medicine W. Palpitations are a side effect of medicine X. Sweating is not a side effect of medicine Y. 
 Question: If medicine Y has more than one side effect, then which one of the following statements must be true? 
 (0) Headaches are a side effect of medicine Y. (1) Palpitations are a side effect of medicine Y. (2) Sweating is a side effect of medicine W. (3) Palpitations are not a side effect of medicine Y. (4) Sweating is not a side effect of medicine Z. 
 Answer:"	(0) Headaches are a side effect of medicine Y.
1548	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: Which one of the following could be an accurate list of the flowers in the order in which they are delivered, from first to last? 
 (0) magnolias, lilacs, violets, orchids, tulips, roses (1) orchids, violets, roses, lilacs, magnolias, tulips (2) roses, orchids, lilacs, tulips, violets, magnolias (3) violets, orchids, magnolias, lilacs, tulips, roses (4) violets, roses, orchids, tulips, magnolias, lilacs 
 Answer:"	(1) orchids, violets, roses, lilacs, magnolias, tulips
1549	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: If the roses are delivered on Friday at 2 P.M., then each of the following could be true EXCEPT: 
 (0) The violets are delivered on Friday at 4 P.M. (1) The tulips are delivered on Saturday at 2 P.M. (2) The orchids are delivered on Friday at 4 P.M. (3) The magnolias are delivered on Friday at 4 P.M. (4) The lilacs are delivered on Saturday at 2 P.M. 
 Answer:"	(3) The magnolias are delivered on Friday at 4 P.M.
1550	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: If the magnolias and the lilacs are delivered on Saturday, then which one of the following could be true? 
 (0) The orchids are delivered on Friday at 2 P.M. (1) The orchids are delivered on Saturday at 10 A.M. (2) The roses are delivered on Saturday at 4 P.M. (3) The tulips are delivered on Friday at 4 P.M. (4) The tulips are delivered on Saturday at 10 A.M. 
 Answer:"	(0) The orchids are delivered on Friday at 2 P.M.
1551	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: Which one of the following could be an accurate list of the flowers in the order in which they are delivered, from first to last? 
 (0) lilacs, roses, orchids, violets, tulips, magnolias (1) magnolias, violets, lilacs, orchids, roses, tulips (2) orchids, lilacs, violets, magnolias, roses, tulips (3) orchids, roses, violets, magnolias, tulips, lilacs (4) roses, violets, orchids, lilacs, tulips, magnolias 
 Answer:"	(4) roses, violets, orchids, lilacs, tulips, magnolias
1552	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: Which one of the following could be true? 
 (0) e lilacs are delivered on Saturday at 4 P.M. (1) The magnolias are delivered on Friday at 10 A.M. (2) The magnolias are delivered on Friday at 2 P.M. (3) The tulips are delivered on Friday at 10 A.M. (4) The violets are delivered on Saturday at 4 P.M. 
 Answer:"	(2) The magnolias are delivered on Friday at 2 P.M.
1553	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: If the tulips are delivered on Friday, then which one of the following CANNOT be true? 
 (0) The magnolias are delivered on Friday at 2 P.M. (1) The magnolias are delivered on Saturday at 4 P.M. (2) The orchids are delivered on Saturday at 10 A.M. (3) The roses are delivered on Saturday at 4 P.M. (4) The violets are delivered on Friday at 4 P.M. 
 Answer:"	(0) The magnolias are delivered on Friday at 2 P.M.
1554	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: If the magnolias and the orchids are delivered on the same day, then which one of the following could be true? 
 (0) he roses are delivered on Friday. (1) The lilacs are delivered on Saturday. (2) The tulips are delivered on Saturday. (3) The orchids are delivered before the violets. (4) The violets are delivered before the lilacs. 
 Answer:"	(4) The violets are delivered before the lilacs.
1555	"Context: Tracy's Flower Shop delivers exactly six types of flowers—lilacs, magnolias, orchids, roses, tulips, and violets. Exactly six deliveries are made over a period of two consecutive days—Friday and Saturday. Three deliveries are made each day, at three different times each day—10 A.M., 2 P.M., and 4 P.M. Each of the six deliveries involves only one of the six types of flowers. The deliveries are made in accord with the following: The violets are delivered on Friday. The lilacs are delivered at some time before the tulips. The violets are delivered at some time before the magnolias. The orchids and the roses are delivered on the same day as one another. 
 Question: If the tulips are delivered after the roses, then which one of the following must be true? 
 (0) The magnolias are delivered on Friday. (1) The tulips are delivered on Saturday. (2) The magnolias and the tulips are delivered on different days. (3) The orchids and the tulips are delivered on different days. (4) The tulips are delivered after the orchids. 
 Answer:"	(1) The tulips are delivered on Saturday.
1556	"Context: During a seven-year period, an amusement park builds exactly seven roller coasters—the Firecracker, the Gobbler, the Hurricane, the Jackrabbit, the Lasso, the Niagara, and the Pretzel. No two roller coasters are built in the same year. Each roller coaster is either steel or wooden. The following conditions must apply: The Pretzel is built in the second year. The roller coaster built in the first year is steel, and the one built in the seventh year is wooden. The Lasso is built after the Firecracker. The Jackrabbit and the Gobbler are built before the Hurricane. Exactly two of the roller coasters built after the Hurricane are steel. Wooden roller coasters are not built in any two consecutive years. 
 Question: Which one of the following could be the order, from first to last, in which the roller coasters are built? 
 (0) Gobbler, Jackrabbit, Pretzel, Hurricane, Firecracker, Lasso, Niagara (1) Jackrabbit, Pretzel, Gobbler, Hurricane, Lasso, Firecracker, Niagara (2) Jackrabbit, Pretzel, Gobbler, Hurricane, Niagara, Firecracker, Lasso (3) Niagara, Pretzel, Gobbler, Jackrabbit, Hurricane, Firecracker, Lasso (4) Niagara, Pretzel, Jackrabbit, Hurricane, Gobbler, Firecracker, Lasso 
 Answer:"	(2) Jackrabbit, Pretzel, Gobbler, Hurricane, Niagara, Firecracker, Lasso
1557	"Context: During a seven-year period, an amusement park builds exactly seven roller coasters—the Firecracker, the Gobbler, the Hurricane, the Jackrabbit, the Lasso, the Niagara, and the Pretzel. No two roller coasters are built in the same year. Each roller coaster is either steel or wooden. The following conditions must apply: The Pretzel is built in the second year. The roller coaster built in the first year is steel, and the one built in the seventh year is wooden. The Lasso is built after the Firecracker. The Jackrabbit and the Gobbler are built before the Hurricane. Exactly two of the roller coasters built after the Hurricane are steel. Wooden roller coasters are not built in any two consecutive years. 
 Question: Which one of the following roller coasters must be steel? 
 (0) Firecracker (1) Gobbler (2) Hurricane (3) Jackrabbit (4) Lasso 
 Answer:"	(0) Firecracker
1558	"Context: During a seven-year period, an amusement park builds exactly seven roller coasters—the Firecracker, the Gobbler, the Hurricane, the Jackrabbit, the Lasso, the Niagara, and the Pretzel. No two roller coasters are built in the same year. Each roller coaster is either steel or wooden. The following conditions must apply: The Pretzel is built in the second year. The roller coaster built in the first year is steel, and the one built in the seventh year is wooden. The Lasso is built after the Firecracker. The Jackrabbit and the Gobbler are built before the Hurricane. Exactly two of the roller coasters built after the Hurricane are steel. Wooden roller coasters are not built in any two consecutive years. 
 Question: If the Firecracker is built in a year immediately after a year in which a wooden roller coaster is built, then which one of the following must be true? 
 (0) The Gobbler is wooden. (1) The Hurricane is wooden. (2) The Firecracker is built in the sixth year. (3) The Jackrabbit is built in the third year. (4) The Lasso is built in the sixth year. 
 Answer:"	(1) The Hurricane is wooden.
1559	"Context: During a seven-year period, an amusement park builds exactly seven roller coasters—the Firecracker, the Gobbler, the Hurricane, the Jackrabbit, the Lasso, the Niagara, and the Pretzel. No two roller coasters are built in the same year. Each roller coaster is either steel or wooden. The following conditions must apply: The Pretzel is built in the second year. The roller coaster built in the first year is steel, and the one built in the seventh year is wooden. The Lasso is built after the Firecracker. The Jackrabbit and the Gobbler are built before the Hurricane. Exactly two of the roller coasters built after the Hurricane are steel. Wooden roller coasters are not built in any two consecutive years. 
 Question: Each of the following roller coasters must be built before the Lasso EXCEPT: 
 (0) Firecracker (1) Gobbler (2) Hurricane (3) Jackrabbit (4) Niagara 
 Answer:"	(4) Niagara
1560	"Context: During a seven-year period, an amusement park builds exactly seven roller coasters—the Firecracker, the Gobbler, the Hurricane, the Jackrabbit, the Lasso, the Niagara, and the Pretzel. No two roller coasters are built in the same year. Each roller coaster is either steel or wooden. The following conditions must apply: The Pretzel is built in the second year. The roller coaster built in the first year is steel, and the one built in the seventh year is wooden. The Lasso is built after the Firecracker. The Jackrabbit and the Gobbler are built before the Hurricane. Exactly two of the roller coasters built after the Hurricane are steel. Wooden roller coasters are not built in any two consecutive years. 
 Question: If the Jackrabbit, the Hurricane, and the Firecracker are built in three consecutive years, in that order, then each of the following must be true EXCEPT: 
 (0) The Firecracker is built before the Niagara. (1) The Gobbler is built before the Jackrabbit. (2) The Hurricane is built before the Niagara. (3) The Niagara is built before the Lasso. (4) The Pretzel is built before the Jackrabbit. 
 Answer:"	(3) The Niagara is built before the Lasso.
1561	"Context: On Tuesday evenings, the Community Center offers one session of each of the following six introductory classes: gymnastics, jazz dance, kung fu, meditation, tennis, and yoga. No other introductory classes are offered on Tuesdays. Each class is scheduled for exactly one hour, beginning at 5 P.M., 6 P.M., 7 P.M., or 8 P.M. Tuesdays schedule conforms to the following conditions: Yoga begins later than jazz dance but no later than kung fu. Meditation begins at the same time as exactly one other introductory class. No other introductory class begins at the same time as gymnastics. At most one of the other introductory classes begins later than gymnastics. 
 Question: Which one of the following could be an accurate schedule of the Tuesday introductory classes? 
 (0) 5 P.M.: jazz dance, meditation 6 P.M.: yoga 7 P.M.: gymnastics 8 P.M.: kung fu, tennis (1) 5 P.M.: jazz dance 6 P.M.: meditation, tennis 7 P.M.: yoga 8 P.M.: gymnastics, kung fu (2) 5 P.M.: jazz dance, meditation 6 P.M.: yoga 7 P.M.: kung fu, tennis 8 P.M.: gymnastics (3) 5 P.M.: jazz dance, tennis 6 P.M.: meditation 7 P.M.: kung fu, yoga 8 P.M.: gymnastics (4) 5 P.M.: tennis, yoga 6 P.M.: jazz dance, meditation 7 P.M.: gymnastics 8 P.M.: kung fu 
 Answer:"	(2) 5 P.M.: jazz dance, meditation 6 P.M.: yoga 7 P.M.: kung fu, tennis 8 P.M.: gymnastics
1562	"Context: On Tuesday evenings, the Community Center offers one session of each of the following six introductory classes: gymnastics, jazz dance, kung fu, meditation, tennis, and yoga. No other introductory classes are offered on Tuesdays. Each class is scheduled for exactly one hour, beginning at 5 P.M., 6 P.M., 7 P.M., or 8 P.M. Tuesdays schedule conforms to the following conditions: Yoga begins later than jazz dance but no later than kung fu. Meditation begins at the same time as exactly one other introductory class. No other introductory class begins at the same time as gymnastics. At most one of the other introductory classes begins later than gymnastics. 
 Question: If meditation is scheduled to begin later than tennis, then which one of the following could be true of the schedule? 
 (0) Jazz dance begins later than meditation. (1) Kung fu begins later than gymnastics. (2) Meditation begins later than kung fu. (3) Tennis begins later than kung fu. (4) Tennis begins later than yoga. 
 Answer:"	(1) Kung fu begins later than gymnastics.
1563	"Context: On Tuesday evenings, the Community Center offers one session of each of the following six introductory classes: gymnastics, jazz dance, kung fu, meditation, tennis, and yoga. No other introductory classes are offered on Tuesdays. Each class is scheduled for exactly one hour, beginning at 5 P.M., 6 P.M., 7 P.M., or 8 P.M. Tuesdays schedule conforms to the following conditions: Yoga begins later than jazz dance but no later than kung fu. Meditation begins at the same time as exactly one other introductory class. No other introductory class begins at the same time as gymnastics. At most one of the other introductory classes begins later than gymnastics. 
 Question: Which one of the following introductory classes could be the only class scheduled to begin at 5 P.M.? 
 (0) yoga (1) tennis (2) meditation (3) kung fu (4) gymnastics 
 Answer:"	(1) tennis
1564	"Context: On Tuesday evenings, the Community Center offers one session of each of the following six introductory classes: gymnastics, jazz dance, kung fu, meditation, tennis, and yoga. No other introductory classes are offered on Tuesdays. Each class is scheduled for exactly one hour, beginning at 5 P.M., 6 P.M., 7 P.M., or 8 P.M. Tuesdays schedule conforms to the following conditions: Yoga begins later than jazz dance but no later than kung fu. Meditation begins at the same time as exactly one other introductory class. No other introductory class begins at the same time as gymnastics. At most one of the other introductory classes begins later than gymnastics. 
 Question: Which one of the following introductory classes CANNOT be scheduled to start at 6 P.M.? 
 (0) gymnastics (1) jazz dance (2) kung fu (3) meditation (4) tennis 
 Answer:"	(0) gymnastics
